SYMBOL,NAME OF COMPANY, ISIN NUMBER,Exchange
JAYSYNTH,Jaysynth Orgochem Limited,INE263B01022,BSE
AEONXDIGI,Aeonx Digital Technology Limited,INE994D01010,BSE
BANDARAM,Bandaram Pharma Packtech Limited,INE875N01036,BSE
ADLINE,Adline Chem Lab Limited,INE276T01018,BSE
BERLDRG,Beryl Drugs Limited,INE415H01017,BSE
INDXTRA,IEL Limited,INE056E01024,BSE
ISTRNETWK,iStreet Network Limited,INE532B01020,BSE
GAGAN,Gagan Gases Limited,INE076D01016,BSE
PARKERAC,Parker Agrochem Exports Limited-$,INE750B01010,BSE
SHUKRAPHAR,Shukra Pharmaceuticals Limited,INE551C01044,BSE
ALUFLUOR,Alufluoride Limited,INE058F01019,BSE
OXYGENTAPH,Oxygenta Pharmaceutical Limited,INE102E01018,BSE
ARCHITORG,Archit Organosys Limited,INE078I01011,BSE
SIKOZY,Sikozy Realtors Limited,INE528E01022,BSE
WELCURE,Welcure Drugs & Pharmaceuticals Limited,INE331C01025,BSE
BIBCL,Bharat Immunologicals & Biologicals Corporation Limited-$,INE994B01014,BSE
KABSON,Kabsons Industries Limited,INE645C01010,BSE
BASANTGL,Basant Agro Tech India Limited-$,INE473E01021,BSE
SANDUPHQ,Sandu Pharmaceuticals Limited,INE751D01014,BSE
VISTAPH,Vista Pharmaceuticals Limited,INE427C01021,BSE
TITANBIO,Titan Biotech Limited,INE150C01011,BSE
JENBURPH,Jenburkt Pharmaceuticals Limited,INE354A01013,BSE
LINKPH,Link Pharma Chem Limited,INE302F01011,BSE
DECIPHER,Decipher Labs Limited,INE643N01012,BSE
EMMESSA,Emmessar Biotech & Nutrition Limited,INE634B01016,BSE
EVERESTO,Everest Organics Limited,INE334C01029,BSE
PHYTO,Phyto Chem India Limited,INE037C01010,BSE
DYNAMIND,Dynamic Industries Limited-$,INE457C01010,BSE
BDH,BDH Industries Limited,INE278D01018,BSE
JAUSPOL,Jauss Polymers Limited,INE593O01017,BSE
GLOBUSCON,Globus Constructors & Developers Limited,INE064L01015,BSE
POLYCHMP,Polymechplast Machines Limited,INE809B01014,BSE
STELLANT,Stellant Securities (India) Limited,INE395F01023,BSE
GALXBRG,Galaxy Bearings Limited,INE020S01012,BSE
VINRKLB,Rekvina Laboratories Limited,INE092O01028,BSE
SCAGRO,SC Agrotech Limited,INE895E01017,BSE
RALEGRA,Ravileela Granites Limited,INE427E01027,BSE
UNRYLMA,Uniroyal Marine Exports Limited,INE602H01010,BSE
KARANWO,Karan Woo Sin Limited,INE327D01013,BSE
SHERVANI,Shervani Industrial Syndicate Limited,INE011D01013,BSE
BNAGROCHEM,BN Agrochem Limited,INE00HZ01011,BSE
SUPERTEX,Supertex Industries Limited,INE881B01054,BSE
SHETR,Shetron Limited,INE278C01010,BSE
TRABI,Transgene Biotek Limited,INE773D01018,BSE
MPL,Mpl Plastics Limited,INE343A01016,BSE
NIKHILAD,Nikhil Adhesives Limited-$,INE926C01022,BSE
SPENTA,Spenta International Limited,INE175C01018,BSE
MULTIBASE,Multibase India Limited,INE678F01014,BSE
ANDREWYU,Andrew Yule & Company Limited,INE449C01025,BSE
LUDLOWJUT,Ludlow Jute & Specialities Limited,INE983C01015,BSE
ASHRAM,Ashram Online.Com Limited,INE293C01019,BSE
ROYALCU,Royal Cushion Vinyl Products Limited-$,INE618A01011,BSE
BLOOM,Bloom Dekor Limited-$,INE253C01013,BSE
STDSFAC,Standard Surfactants Limited,INE307D01015,BSE
MORGAN,Morgan Ventures Limited,INE902C01015,BSE
AMRAPLIN,Amrapali Industries Limited,INE762C01021,BSE
MIDEASTP,Mid East Portfolio Management Limited,INE033E01015,BSE
CRSTCHM,Crestchem Limited,INE293N01016,BSE
DIVSHKT,Divyashakti Limited,INE410G01010,BSE
ADVMULT,Advance Multitech Limited,INE875S01019,BSE
SHREYASI,Shreyas Intermediates Limited,INE115F01017,BSE
PANJON,Panjon Limited,INE744D01019,BSE
NIRBHAYIND,Nirbhay Colours India Limited,INE218T01010,BSE
DUROPACK,Duro Pack Limited,INE138B01018,BSE
SWARNSAR,Swarnsarita Jewels India Limited,INE967A01012,BSE
CINDHO,Cindrella Hotels Limited-$,INE908C01012,BSE
HAMPTON,Hampton Sky Realty Limited,INE299D01022,BSE
KKALPANAIND,Kkalpana Industries (India) Limited,INE301C01028,BSE
OKPLA,OK Play India Limited,INE870B01024,BSE
WELTI,Welterman International Limited,INE662D01013,BSE
ASMTEC,ASM Technologies Limited,INE867C01010,BSE
PERFEPA,Perfectpac Limited,INE759I01024,BSE
AMBIT,Ambitious Plastomac Company Limited,INE267C01013,BSE
VISIONCINE,Vision Cinemas Limited,INE515B01025,BSE
AEIM,Artificial Electronics Intelligent Material Limited,INE072B01027,BSE
INDRANIB,Indrayani Biotech Limited,INE007C01021,BSE
EUROLED,Euro Leder Fashion Limited,INE940E01011,BSE
WINSOMBR,Winsome Breweries Limited,INE391C01011,BSE
ELEFLOR,Elegant Floriculture & Agrotech India Limited,INE152E01013,BSE
SKYIND,Sky Industries Limited-$,INE765B01018,BSE
PHOENXINTL,Phoenix International Limited,INE245B01011,BSE
BHUDEVI,Bhudevi Infra Projects Limited,INE432N01010,BSE
PRATIK,Pratik Panels Limited,INE206C01029,BSE
RISHIROOP,Rishiroop Limited,INE582D01013,BSE
PROMACT,Promact Impex Limited,INE818D01011,BSE
STRGRENWO,Sterling Green Woods Limited,INE398F01019,BSE
SHAHISHIP,Shahi Shipping Limited-$,INE825D01016,BSE
ALPINEHOU,Alpine Housing Development Corporation Limited,INE840D01015,BSE
WWALUM,Worldwide Aluminium Limited,INE550D01010,BSE
IIRM,IIRM Holdings India Limited,INE670C01026,BSE
SFPIL,Square Four Projects India Limited,INE716K01020,BSE
SGLRES,SGL Resources Limited,INE967B01028,BSE
CHOKSILA,Choksi Laboratories Limited,INE493D01013,BSE
SALGUTI,Salguti Industries Limited,INE159C01012,BSE
MIDWEST,Midwest Gold Limited,INE519N01014,BSE
ENTRINT,Enterprise International Limited,INE439G01019,BSE
WIMPLAST,Wim Plast Limited-$,INE015B01018,BSE
PHOTOQUP,Photoquip India Limited,INE813B01016,BSE
LIPPISYS,Lippi Systems Limited-$,INE845B01018,BSE
EXPOEAPL,Expo Engineering And Projects Limited,INE561D01025,BSE
NATPLAS,National Plastic Industries Limited,INE233D01013,BSE
MFLINDIA,MFL India Limited,INE244C01020,BSE
AJWAFUN,Ajwa Fun World & Resort Limited,INE863E01015,BSE
TEXELIN,Texel Industries Limited,INE594V01028,BSE
RAYALEMA,Royale Manor Hotels & Industries Limited,INE008C01011,BSE
THAKDEV,Thakkers Developers Limited,INE403F01017,BSE
TIRTPLS,Tirth Plastic Limited,INE008N01018,BSE
POLOHOT,Polo Hotels Limited,INE084C01012,BSE
ECOPLAST,Ecoplast Limited-$,INE423D01010,BSE
ELEMARB,Elegant Marbles & Grani Industries Limited,INE095B01010,BSE
BITS,Bits Limited,INE839A01021,BSE
ADARSHPL,Adarsh Plant Protect Limited,INE627D01016,BSE
HPBL,HCP Plastene Bulkpack Limited,INE136C01044,BSE
NICCOPAR,Nicco Parks & Resorts Limited-$,INE653C01022,BSE
NTCIND,NTC Industries Limited,INE920C01017,BSE
GARNET,Garnet Construction Limited,INE797D01017,BSE
BRIGHTBR,Bright Brothers Limited-$,INE630D01010,BSE
SHAWGELTIN,Narmada Gelatines Limited,INE869A01010,BSE
PGFOILQ,PG Foils Limited,INE078D01012,BSE
GRATEXI,Gratex Industries Limited,INE915E01013,BSE
VELHO,Velan Hotels Limited,INE548D01014,BSE
HOWARHO,Howard Hotels Limited,INE931B01016,BSE
VALIANT,Valiant Communications Limited-$,INE760B01019,BSE
DRAGARWQ,Dr Agarwals Eye Hospital Limited-$,INE934C01018,BSE
MHSGRMS,Mahasagar Travels Limited,INE007G01014,BSE
RAGHUNAT,Raghunath International Limited,INE753B01014,BSE
DAICHI,Dai-Ichi Karkaria Limited-$,INE928C01010,BSE
RAJINFRA,Rajeswari Infrastructure Limited,INE016C01014,BSE
SPICEISLIN,Spice Islands Industries Limited-$,INE882D01017,BSE
SIPL,Shelter Infra Projects Limited-$,INE413C01013,BSE
SHAKTIPR,Shakti Press Limited,INE794C01016,BSE
ASHSI,Ashirwad Steels & Industries Limited,INE338C01012,BSE
AREXMIS,Arex Industries Limited,INE480H01011,BSE
BI,Bilcare Limited-$,INE986A01012,BSE
ISFL,ISF Limited,INE973B01026,BSE
RISHILASE,Rishi Laser Limited,INE988D01012,BSE
JAINCO,Jainco Projects India Limited,INE966C01010,BSE
KUMPFIN,Kumbhat Financial Services Limited,INE795E01019,BSE
INTECCAP,Intec Capital Limited,INE017E01018,BSE
RAJSEC,Rajasthan Securities Limited,INE184D01026,BSE
SIDDHEGA,Siddheswari Garments Limited,INE797C01019,BSE
SHIKHAR,Shikhar Consultants Limited,INE641B01011,BSE
MKTCREAT,Market Creators Limited,INE944C01017,BSE
HFIL,Himalaya Food International Limited,INE552B01010,BSE
SONALAD,Sonal Adhesives Limited,INE344I01017,BSE
PADMAIND,Padmanabh Industries Limited,INE743D01011,BSE
HRYNSHP,Hariyana Ship Breakers Limited-$,INE400G01011,BSE
ARUNIS,Arunis Abode Limited,INE377D01018,BSE
VAICC,Vaishno Cement Company Limited,INE116E01018,BSE
TYROON,Tyroon Tea Company Limited,INE945B01016,BSE
LASTMILE,Last Mile Enterprises Limited,INE404B01022,BSE
GUJCRAFT,Gujarat Craft Industries Limited,INE372D01019,BSE
HEERAISP,Heera Ispat Limited,INE025D01013,BSE
DHOOTIN,Dhoot Industrial Finance Limited,INE313G01016,BSE
CRIMSON,Crimson Metal Engineering Company Limited,INE318P01016,BSE
SHBAJRG,Shri Bajrang Alliance Limited,INE402H01015,BSE
SHREEPAC,Shree Pacetronix Limited,INE847D01010,BSE
SAMYAKINT,Samyak International Limited,INE607G01011,BSE
AADIIND,Aadi Industries Limited,INE563D01013,BSE
SANTOSHF,Santosh Fine Fab Limited,INE612D01018,BSE
SPARKLEGR,Sparkle Gold Rock Limited,INE618F01010,BSE
ACKNIT,Acknit Industries Limited,INE326C01017,BSE
TITANSEC,Titan Securities Limited,INE090D01017,BSE
REALECO,Real Eco-Energy Limited,INE055E01034,BSE
VIVANZA,Vivanza Biosciences Limited,INE984E01035,BSE
YASHRAJC,Yashraj Containeurs Limited,INE095C01018,BSE
LORDSHOTL,Lords Ishwar Hotels Limited,INE689J01013,BSE
PURETROP,Puretrop Fruits  Limited,INE795D01011,BSE
PRADHIN,Pradhin Limited,INE656B01027,BSE
ANUPAM,Anupam Finserv Limited,INE069B01023,BSE
RAJPACK,Raj Packaging Industries Limited,INE639C01013,BSE
NATRAJPR,Natraj Proteins Limited,INE444D01016,BSE
SAMRATPH,Samrat Pharmachem Limited-$,INE103E01016,BSE
NPRFIN,NPR Finance Limited,INE446D01011,BSE
NILE,Nile Limited,INE445D01013,BSE
AMCOIND,Amco India Limited-$,INE924B01011,BSE
KREONFIN,Kreon Finnancial Services Limited,INE302C01018,BSE
GYANDEV,Gyan Developers & Builders Limited,INE487G01018,BSE
KISAN,Kisan Mouldings Limited-$,INE017C01012,BSE
KERALAYUR,Kerala Ayurveda Limited,INE817B01025,BSE
MONGIPA,Moongipa Capital Finance Limited,INE153K01018,BSE
MOHITPPR,Mohit Paper Mills Limited,INE388C01017,BSE
DAULAT,Daulat Securities Limited,INE108C01019,BSE
ODYSSEY,Odyssey Technologies Limited-$,INE213B01019,BSE
VKGLOBAL,VK Global Industries Limited,INE758B01013,BSE
RSCINT,RSC International Limited,INE015F01019,BSE
SURATRAML,Surat Trade and Mercantile Limited,INE936A01025,BSE
ATHARVENT,Atharv Enterprises Limited,INE354E01031,BSE
FUNDVISER,Fundviser Capital (India) Limited,INE365H01014,BSE
KALLAM,Kallam Textiles Limited-$,INE629F01025,BSE
BRAWN,Brawn Biotech Limited,INE899B01015,BSE
FORINTL,Fortune International Limited,INE501D01013,BSE
KINGSINFR,Kings Infra Ventures Limited,INE050N01010,BSE
SWOJAS,Swojas Foods Limited,INE295B01016,BSE
SUBSM,Subhash Silk Mills Limited,INE690D01014,BSE
AUROLAB,Auro Laboratories Limited,INE292C01011,BSE
KJMCFIN,KJMC Financial Services Limited,INE533C01018,BSE
ARYAMAN,Aryaman Financial Services Limited,INE032E01017,BSE
BRIDGESE,Bridge Securities Limited,INE958C01025,BSE
RISAINTL,Risa International Limited,INE001O01029,BSE
KAYPOWR,Kay Power and Paper Limited,INE961B01013,BSE
INTSTOIL,Inter State Oil Carrier Limited,INE003B01014,BSE
GLOBALCA,Global Capital Markets Limited,INE062C01042,BSE
SAINIK,Sainik Finance & Industries Limited,INE584B01013,BSE
ARIGATO,Arigato Universe Limited,INE021N01011,BSE
RICHUNV,Rich Universe Network Limited,INE652D01014,BSE
QUANTDIA,Quantum Digital Vision India Limited,INE373C01019,BSE
SPCAPIT,SP Capital Financing Limited,INE102F01015,BSE
PAOS,Paos Industries Limited,INE791C01012,BSE
SHRAJOI,Shree Rajiv Lochan Oil Extraction Limited,INE418K01015,BSE
CHANDRAP,Chandra Prabhu International Limited-$,INE368D01025,BSE
KIMIABL,Kimia Biosciences Limited,INE285U01025,BSE
HINDTIN,Hindustan Tin Works Limited-$,INE428D01019,BSE
GODAVARI,Godavari Drugs Limited,INE362C01012,BSE
PREMCO,Premco Global Limited-$,INE001E01012,BSE
MUKESHB,Mukesh Babu Financial Services Limited,INE596B01017,BSE
KBSINDIA,KBS India Limited,INE883D01023,BSE
PRABHHANS,Prabhhans Industries Limited,INE428P01013,BSE
VAMSHIRU,Vamshi Rubber Limited,INE380C01014,BSE
VINYOFL,Vinyoflex Limited,INE526H01011,BSE
JINDCAP,Jindal Capital Limited,INE356F01017,BSE
EPIC,EPIC Energy Limited-$,INE932F01015,BSE
SUMEDHA,Sumedha Fiscal Services Limited,INE886B01012,BSE
KUWERIN,Kuwer Industries Limited,INE430F01010,BSE
CHOKSI,Choksi Asia Limited,INE865B01016,BSE
ASHISHPO,Ashish Polyplast Limited,INE831C01016,BSE
SHIVAAGRO,Shiva Global Agro Industries Limited,INE960E01019,BSE
SIDDHA,Siddha Ventures Limited,INE140C01012,BSE
KIRANSY-B,Kiran Syntex Limited,INE293D01017,BSE
SUMERUIND,Sumeru Industries Limited,INE764B01029,BSE
RUNGTAIR,Rungta Irrigation Limited,INE347C01013,BSE
GTTDATA,GTT Data Solutions Limited,INE959B01017,BSE
VALSONQ,Valson Industries Limited-$,INE808A01018,BSE
SABOOSOD,Saboo Sodium Chloro Limited,INE440C01016,BSE
VIKRAMTH,Vikram Thermo India Limited,INE337E01010,BSE
STRATMONT,Stratmont Industries Limited,INE473C01025,BSE
AKCAPIT,AK Capital Services Limited,INE701G01012,BSE
VIRAT,Virat Industries Limited,INE467D01017,BSE
RRETAIL,Rajnish Retail Limited,INE786J01033,BSE
TERAI,Terai Tea Company Limited,INE390D01011,BSE
MANRAJH,Manraj Housing Finance Limited,INE948I01015,BSE
COSCO,Cosco India Limited-$,INE949B01018,BSE
KENFIN,Ken Financial Services Limited,INE395E01018,BSE
NCLRESE,NCL Research & Financial Services Limited,INE132F01038,BSE
EXPLICITFIN,Explicit Finance Limited,INE335G01019,BSE
LADDERUP,Ladderup Finance Limited,INE519D01015,BSE
EKAMLEA,Ekam Leasing & Finance Company Limited,INE906L01025,BSE
SWASTIKA,Swastika Investmart Limited,INE691C01022,BSE
PRIMAPLA,Prima Plastics Limited,INE573B01016,BSE
TELECANOR,TeleCanor Global Limited,INE381G01013,BSE
JAGSONSER,Jagsonpal Services Limited,INE582C01015,BSE
GARGFUR,Garg Furnace Limited,INE194E01015,BSE
SAMPRE,Sampre Nutritions Limited,INE375C01022,BSE
AAIL,Akar Auto Industries Limited,INE864E01021,BSE
VIPULORG,Vipul Organics Limited,INE834D01018,BSE
ECORECO,Eco Recycling Limited,INE316A01038,BSE
GOYALASS,Goyal Associates Limited,INE912B01032,BSE
ZENITHHE,Zenith Healthcare Limited,INE812B01026,BSE
YORKEXP,York Exports Limited,INE057Q01018,BSE
LYKISLimited,Lykis Limited,INE624M01014,BSE
PRIMEPRO,Prime Property Development Corporation Limited-$,INE233C01023,BSE
ZENLABS,Zenlabs Ethica Limited,INE546F01013,BSE
GOWRALE,Gowra Leasing & Finance Limited,INE225G01012,BSE
JAGANLAM,Jagan Lamps Limited,INE144C01014,BSE
ASITCFIN,Asit C Mehta Financial Services Limited,INE041B01014,BSE
ENCODE,Encode Packaging India Limited,INE900O01014,BSE
SUPERBAK,Super Bakers India Limited,INE897A01011,BSE
OVOBELE,Ovobel Foods Limited,INE812S01012,BSE
ACSTECH,ACS Technologies Limited,INE366C01021,BSE
CHALLANI,Challani Capital Limited,INE807A01010,BSE
CORNE,Coral Newsprints Limited,INE715D01019,BSE
SHENTRA,Shentracon Chemicals Limited,INE0OUS01011,BSE
AGARWAL,Agarwal Fortune India Limited,INE510B01018,BSE
DYNAMICP,Dynamic Portfolio Management & Services Limited,INE118C01018,BSE
CEEJAY,Ceejay Finance Limited,INE358C01010,BSE
SUNCITYSY,Suncity Synthetics Limited,INE584D01019,BSE
SHGANEL,Shree Ganesh Elastoplast Limited,INE400N01017,BSE
ANNAINFRA,Anna Infrastructures Limited,INE336D01014,BSE
OIVL,Onesource Industries And Ventures Limited,INE125F01032,BSE
BNRUDY,BNR Udyog Limited,INE355C01016,BSE
SSPDL,SSPDL Limited-$,INE838C01011,BSE
DAIKAFFI,Daikaffil Chemicals India Limited,INE789B01018,BSE
CILSEC,Cil Securities Limited,INE830A01012,BSE
CLIOINFO,Clio Infotech Limited,INE011B01017,BSE
SUNSHIEL,Sunshield Chemicals Limited,INE199E01014,BSE
HIPOLIN,Hipolin Limited,INE963A01011,BSE
GDLLEAS,GDL Leasing & Finance Limited,INE545E01018,BSE
ABVL,Arunjyoti Bio Ventures Limited,INE485K01022,BSE
SUCROSA,Super Crop Safe Limited,INE366G01022,BSE
NGIND,NG Industries Limited-$,INE825C01018,BSE
ASIAPAK,Asia Pack Limited,INE784M01016,BSE
SICAPIT,SI Capital & Financial Services Limited,INE417F01017,BSE
ERPSOFT,ERP Soft Systems Limited,INE308B01017,BSE
RRSECUR,RR Securities Limited,INE474H01014,BSE
INTETHR,Integrated Thermoplastics Limited,INE038N01015,BSE
RAMSONS,Ramsons Projects Limited,INE609D01014,BSE
HARAFIN,Haryana Financial Corporation Limited,INE737G01016,BSE
STANPACK,Stanpacks India Limited,INE457D01018,BSE
RAMINFO,Raminfo Limited,INE357B01022,BSE
SUNILAGR,Sunil Agro Foods Limited-$,INE224D01012,BSE
DIANATEA,Diana Tea Company Limited,INE012E01035,BSE
ALFAICA,Alfa Ica India Limited,INE042C01010,BSE
SKCIL,Shri Keshav Cements And Infra Limited,INE260E01014,BSE
INDIAHOME,India Home Loan Limited,INE274E01015,BSE
ROOPAIND,Roopa Industries Limited,INE443C01010,BSE
SARTHAKGL,Sarthak Global Limited,INE075H01019,BSE
UNIQUEO,Unique Organics Limited,INE333E01019,BSE
SWRNASE,Swarna Securities Limited,INE595G01018,BSE
VENMAX,Venmax Drugs and Pharmaceuticals Limited,INE154G01022,BSE
ARISE,Arihants Securities Limited,INE190D01015,BSE
VISAGAR,Visagar Financial Services Limited,INE309H01038,BSE
LIBORD,Libord Securities Limited,INE267E01019,BSE
REGAL,Regal Entertainment & Consultants Limited,INE101E01010,BSE
EBIX,Eraaya Lifespaces Limited,INE432F01032,BSE
COMPEAU,Competent Automobiles Company Limited,INE823B01015,BSE
ZDHJERK,Dhanvantri Jeevan Rekha Limited,INE239F01015,BSE
NEELKAN,Neelkanth Rockminerals Limited,INE741D01015,BSE
VINTAGES,Vintage Securities Limited,INE153C01015,BSE
CONTILI,Contil India Limited,INE080G01029,BSE
VIJSOLX,Vijay Solvex Limited,INE362D01010,BSE
SHRIKRISH,Shri Krishna Devcon Limited,INE997I01012,BSE
NIHARINF,Nihar Info Global Limited,INE876E01033,BSE
UNITDCR,United Credit Limited,INE858C01027,BSE
CHECKPOINT,Checkpoint Trends Limited,INE396H01019,BSE
GOTHIPL,Gothi Plascon India Limited,INE538G01018,BSE
CEENIK,Ceenik Exports India Limited,INE418D01010,BSE
INANI,Inani Marbles & Industries Limited,INE635D01027,BSE
GEMSI,Gemstone Investments Limited,INE503D01027,BSE
ELFORGE,El Forge Limited-$,INE158F01017,BSE
DILIGENT,Diligent Industries Limited,INE650C01036,BSE
EPSOMPRO,Epsom Properties Limited,INE601F01016,BSE
ALFAVIO,Alfavision Overseas India Limited,INE883B01027,BSE
ORGCOAT,Organic Coatings Limited,INE412E01011,BSE
CATVISION,Catvision Limited,INE660B01011,BSE
ABMKNO,ABM Knowledgeware Limited,INE850B01026,BSE
KEMISTAR,Kemistar Corporation Limited,INE971L01029,BSE
ASSOCER,Associated Ceramics Limited,INE771E01010,BSE
SKPSEC,SKP Securities Limited,INE709B01016,BSE
SYSCHEM,Syschem India Limited,INE121D01036,BSE
MEFCOMCAP,Mefcom Capital Markets Limited,INE186C01023,BSE
HEMANG,Hemang Resources Limited,INE930A01010,BSE
TAVERNIER,Tavernier Resources Limited,INE355H01015,BSE
GLANCE,Glance Finance Limited,INE580D01017,BSE
TRADEWELL,Tradewell Holdings Limited,INE819G01012,BSE
SPRIGHT,Spright Agro Limited,INE179O01031,BSE
COLINZ,Colinz Laboratories Limited,INE923C01011,BSE
NLFL,Nalin Lease Finance Limited,INE606C01012,BSE
RTSPOWR,RTS Power Corporation Limited,INE005C01017,BSE
COMFINTE,Comfort Intech Limited-$,INE819A01049,BSE
SHYAMACOMP,Shyama Computronics and Services Limited,INE861E01019,BSE
MAYURFL,Mayur Floorings Limited,INE262W01012,BSE
ANJANI,Anjani Synthetics Limited-$,INE364D01032,BSE
DECOMIC,Deco Mica Limited,INE907E01010,BSE
RANDER,Rander Corporation Limited,INE821D01031,BSE
RASIELEC,Rasi Electrodes Limited,INE822D01021,BSE
SCOOBEEDAY,Scoobee Day Garments (India) Limited,INE962E01015,BSE
CITIPOR,Citi Port Financial Services Limited,INE494D01011,BSE
DHRUVCA,Dhruva Capital Services Limited,INE972E01014,BSE
PRIMAIN,Prima Industries Limited,INE723N01012,BSE
INDGELA,India Gelatine & Chemicals Limited-$,INE342D01012,BSE
OPTIFIN,Optimus Finance Limited,INE031G01022,BSE
PARAGONF,Paragon Finance Limited,INE015E01012,BSE
PRATIKSH,Pratiksha Chemicals Limited,INE530D01012,BSE
ESHAMEDIA,Esha Media Research Limited,INE328F01016,BSE
REFEXRENEW,Refex Renewables & Infrastructure Limited,INE332F01018,BSE
EQUILATERA,Equilateral Enterprises Limited,INE060N01019,BSE
B2BSOFT,B2B Software Technologies Limited,INE151B01011,BSE
NIKKIGL,Nikki Global Finance Limited,INE526C01012,BSE
RADHEDE,Radhe Developers India Limited,INE986B01044,BSE
KINETRU,Kinetic Trust Limited,INE674M01019,BSE
ELIXIR,Elixir Capital Limited,INE785D01012,BSE
TRISHAKT,Trishakti Industries Limited,INE238C01022,BSE
PANKAJPO,Pankaj Polymers Limited,INE698B01011,BSE
MARBLE,Marble City India Limited,INE807H01023,BSE
CINDRELL,Cindrella Financial Services Limited,INE897D01015,BSE
ADHHATA,Adhata Global Limited,INE586D01014,BSE
NATPLASTI,National Plastic Technologies Limited,INE896D01017,BSE
LEADFIN,Lead Financial Services Limited,INE531D01010,BSE
NATFIT,National Fittings Limited,INE643C01015,BSE
ARTEFACT,Artefact Projects Limited,INE885B01014,BSE
AMITINT,Amit International Limited,INE053D01015,BSE
TUSALDAH,Tusaldah Limited,INE319M01011,BSE
NUTECGLOB,Nutech Global Limited,INE960H01012,BSE
DHPIND,DHP India Limited,INE590D01016,BSE
RRIL,RRIL Limited,INE951M01037,BSE
AVAILFC,Available Finance Limited,INE325G01010,BSE
INTCAPL,Integra Capital  Limited,INE366H01012,BSE
MARUTISE,Maruti Securities Limited,INE368C01019,BSE
JAYIND,Jayatma Industries Limited,INE250D01017,BSE
ROSELABS,Roselabs Finance Limited,INE475C01012,BSE
CHARMS,Charms Industries Limited,INE442C01012,BSE
KRETTOSYS,Kretto Syscon Limited,INE128R01023,BSE
VIKALPS,Vikalp Securities Limited,INE186E01011,BSE
MILESTONE,Milestone Global Limited,INE151H01018,BSE
BERVINL,Bervin Investment & Leasing Limited,INE348I01018,BSE
GUJINV,Gujarat Investa Limited,INE373D01017,BSE
EASTRED,Eastern Treads Limited,INE500D01015,BSE
PEETISEC,Peeti Securities Limited,INE328D01011,BSE
MERCURYEV,Mercury Ev-Tech Limited,INE763M01028,BSE
SRAMSET,Shriram Asset Management Company Limited,INE777G01012,BSE
GOLECHA,Golechha Global Finance Limited,INE427D01011,BSE
EKANSH,Ekansh Concepts Limited,INE005E01013,BSE
SPAR,Sparc Electrex Limited,INE960B01015,BSE
CSURGSU,Centenial Surgical Suture Limited,INE405H01018,BSE
ARIHANT,Arihant Foundations & Housing Limited-$,INE413D01011,BSE
HASTIFIN,Hasti Finance Limited,INE671D01014,BSE
UPSURGE,Upsurge Investment & Finance Limited,INE890B01014,BSE
